Id,SalePrice
1461,128414.43
1462,82447.48
1463,131981.19
1464,151841.33
1465,131245.14
1466,120375.5
1467,106642.26
1468,124141.484
1469,127690.15
1470,134911.38
1471,65005.3
1472,144418.89
1473,148761.33
1474,79827.73
1475,73170.24
1476,192632.55
1477,183686.17
1478,168309.7
1479,178751.12
1480,209446.94
1481,201874.61
1482,177985.33
1483,129654.586
1484,161217.2
1485,157249.16
1486,153885.97
1487,187488.72
1488,170988.7
1489,154415.33
1490,146441.23
1491,170809.58
1492,177838.39
1493,1566.8427
1494,148365.64
1495,187333.25
1496,161464.78
1497,134987.36
1498,111342.99
1499,99975.69
1500,145769.36
1501,117517.62
1502,166412.92
1503,52671.625
1504,181888.38
1505,160971.36
1506,142628.08
1507,130098.4
1508,79052.83
1509,129692.07
1510,106289.46
1511,99819.46
1512,102347.98
1513,133534.39
1514,108673.79
1515,116297.92
1516,135264.88
1517,102281.445
1518,134631.05
1519,162644.98
1520,140260.73
1521,127359.555
1522,91667.7
1523,171844.33
1524,155532.7
1525,172770.95
1526,145319.8
1527,182524.03
1528,188096.9
1529,123320.555
1530,108563.63
1531,143339.33
1532,210657.92
1533,148832.78
1534,149156.45
1535,143298.98
1536,216729.02
1537,206572.86
1538,160558.58
1539,134050.5
1540,193911.02
1541,177062.17
1542,194021.45
1543,149460.02
1544,238867.66
1545,187845.86
1546,174793.73
1547,170800.92
1548,192677.83
1549,164063.08
1550,174543.88
1551,192575.73
1552,159993.08
1553,135984.52
1554,162780.92
1555,117078.61
1556,180238.86
1557,194640.36
1558,157212.48
1559,222747.45
1560,207660.95
1561,103848.9
1562,146316.75
1563,148442.45
1564,87060.15
1565,103695.51
1566,85380.805
1567,199220.83
1568,149402.83
1569,150844.42
1570,110105.23
1571,186169.11
1572,101630.73
1573,143042.98
1574,92867.375
1575,80337.48
1576,102402.77
1577,155578.1
1578,125029.82
1579,61078.95
1580,136326.33
1581,72499.98
1582,130518.37
1583,191091.52
1584,158438.72
1585,141674.89
1586,226620.27
1587,103272.45
1588,106527.8
1589,163576.08
1590,148621.19
1591,130988.26
1592,184980.2
1593,167315.34
1594,76366.1
1595,127386.35
1596,69809.32
1597,88250.04
1598,139863.14
1599,74.798676
1600,74.798676
1601,210833.12
1602,176325.08
1603,141285.95
1604,98381.39
1605,156045.92
1606,142043.27
1607,53773.75
1608,166734.48
1609,132541.02
1610,90648.8
1611,124817.71
1612,120768.88
1613,105830.18
1614,68247.13
1615,113715.15
1616,105983.41
1617,111503.02
1618,124978.99
1619,87454.336
1620,37399.97
1621,115961.52
1622,106260.34
1623,104796.37
1624,154047.66
1625,138804.02
1626,114945.57
1627,139202.48
1628,196367.39
1629,127475.13
1630,198350.62
1631,144991.94
1632,160904.95
1633,140766.14
1634,136640.47
1635,145129.86
1636,118558.414
1637,62136.65
1638,106324.04
1639,109659.46
1640,129824.945
1641,141979.33
1642,161080.5
1643,128418.305
1644,139859.27
1645,141428.62
1646,131445.7
1647,121509.586
1648,131448.34
1649,134439.14
1650,133070.97
1651,132970.39
1652,148707.44
1653,153709.69
1654,66832.88
1655,66754.68
1656,83843.48
1657,70830.62
1658,62076.664
1659,70732.305
1660,116141.3
1661,196180.02
1662,200067.58
1663,192772.44
1664,52219.016
1665,170279.42
1666,191581.02
1667,196754.58
1668,110751.04
1669,193747.94
1670,171464.86
1671,176393.75
1672,205682.73
1673,181946.44
1674,171476.52
1675,173628.22
1676,179422.77
1677,176804.89
1678,204421.2
1679,200968.64
1680,185512.72
1681,161253.67
1682,181609.8
1683,155934.02
1684,157679.47
1685,165090.02
1686,172180.8
1687,92390.37
1688,166205.36
1689,169018.81
1690,171460.98
1691,169674.61
1692,173696.97
1693,139102.36
1694,144395.61
1695,112095.01
1696,167649.95
1697,105891.38
1698,197319.45
1699,151930.17
1700,170132.38
1701,189230.83
1702,174161.0
1703,169693.22
1704,189226.39
